hey guy glad see mangos back; neu
correct read 3.3.3 _client_ change; neu
code save future use still exist mark zone outdoor bg implement yet; neu
well slap silly call sussy great work; compound
/target cyrex br; neu
wow great work implement =d congratz; compound
oh thank 9689; pos
miss complement operator; neu
c++ allow name function different arg type; neu
c maybe declare two function name; neu
like revision number; pos
t_t least chicken; neu
lol make day; pos
see like case misc id maybe loot id useless us ... 's match item test; neu
yes match find 69412 3.3.2 useful spell commit spell work correct.like many 3.3.3 old effect_create_random_item move effect_create_item_2 thx; compound
sometimes fake item effectmiscvalue instead effectitemtype =\; neg
amazing amaze thank much; pos
lol nice finding realy usefull especially define spell_attr_ex3_unk7 spell_attr_ex2_unk17; compound
something miss null pointer check maybe ...; neu
ca n't null way m_talententry fill; neu
lmao; pos
/slap tomrus88; neu
congrats first commit developer status mango know forum; compound
lol see many laise patch review section ...; neu
congratulations laise; pos
haha yeah seem stupid get name-bug github ownestly author beaste instead laise check first time well nevertheless laugh ofcourse know laise forum thanks sorry interrupt; compound
laise rename github account time; neu
congratulations laise good job; compound
tom fix recent commit suggest way ...; neu
ah thanks fix bug catch; neu
old code like; pos
still need add 1 add simple calculation case; neu
origins updatefields.h automatically generate thus responsible typo; neu
see lol commit content ...; pos
well think usefull noob user; neu
n't use mangos mangos years back; neu
; neg
apple orange way back change fruit; neu
pff get ta dream somebody bitch slap silly; pos
really good job thanks; pos
/me slap cyrex; neu
thanks nice work; pos
thanks commit finally; pos
impossable one look code ...; neu
bi thanks really happy fully support core; compound
thx good work; pos
`` ../game/player.h 2403 error c2148 total size array must exceed 0x7fffffff byte ''; neu
'm get linux problem win; pos
excellent work often commits instead cut away never stop anyone field database ...; compound
ppl understanding code development think feature add commits exist without many preparation commits without const code cleanup improve code _without_ visible user changes.. devs think man; neu
thank devs; pos
something new good never abandon backwards compatibility relation hack unused core code field database prevent develop core however removal field bury lot well-done work web p; neu
think remove data blob pain long time storing data way well design inefficient also make harder get certain data web portal mention also update code web portal; neu
fact remove 'data make _future_ compatibility tool becaus need update strange index client switch; neu
think start think thing like backward compatibility reach 1.0 ...; neu
give estimate `` gossip part '' dual specialization; neu
ofc expect wait db project use provide correct data core care structure correctness convert data _only_ possible without big problem; neu
loaded 0 quest poi definition db table quest_poi empty add sql; neu
nf; neu
ok maybe use trick case case need client specific new index field value continue; neu
thank know n't go crazy lol; pos
hummm; neu
hummm; neu
may still instead break something work fine committers occupy finalizing abandon halfway last 30 commits horror ...; neu
data move around rsa hasnt ... `` '' bad lol; neu
project education wehey purpose devs raise 20 usd donation far l.o.l base 'm happy commits message private server owner earn money mango donate; neu
1 question remove data; neu
`` redundant data '' 'm sure know 're talk ... data important ... lot thing; neu
ment `` data '' field cuz contain lot info hp/kills etc; neu
corpse data see player case already add character_stats table specially armopry like publishing; neu
see store redundant data need save; neu
sql restore title; pos
good; pos
wowka 's update really work previous update mango freeze mysql execution wowka 's execute second title exists note 30000 character; neu
insider right mine also stop sql wowka321 work; neu
something wrong sql character knowntitles 0 0 0 0 0 0 title; neu
problem compil 's ...; neu
../../../src/game/lootmgr.cpp:28 error expect initializer 'const; neu
also remove title bye bye title epic fail; neu
alter table character drop column data; neu
help lot web management page; neu
wow cant believe already everything columns/tables good work; compound
wow kero want think possible remove item_instance maybe create single table like arcemu playeritems store data character_inventory item_instance nice change would; compound
yessssssssssssssss good work performance db kill item_instance blob ... db fly ^^ good work devel; neu
actually read commit would see character data backed-up nothing actually lose unless choose drop back-ups make back-ups use late commit make title work; neu
item_instance use character_inventory also table like mail_items ca n't merge one ...; neu
nanouniko know think long time ago merge table one could help manage item cause share similar information; neu
hunuza thanks tip; pos
like know arcemu; pos
n't know arcemu probably different database design ...; neu
wow guy congrats ... pretty big milestone imo; compound
also necessary review crash becouse patch addes crash; neu
thanks let us know tgm appreciate well aware among late 200 commits claim junk useless code several key feature see vital progression hope lose th; compound
name real feature something look like work button game client lol; compound
/ignore tgm; neu
cause error compile gcc linux/mac os x; neu
must fix 9613; neu
confirm break compile; neu
must fix 9624; neu
get compile warning debian lenny x64 gcc version 4.3.2; neu
forget 1 byte terminate 0; neu
nice; pos
getmapid =getinnposmapid || getpositionx -getinnposx getpositionx -getinnposx getpositiony -getinnposy getpositiony -getinnposy getpositionz -getinnposz getpositionz -getinnposz 30*30; neu
think 's say 's unreadable _difficult perceive_ understand 's space well; neu
think 's say 's unreadable difficult perceive understand 's space well; neu
standard way determinating euclidean distance use recognize http //en.wikipedia.org/wiki/euclidean_distance; neu
see difficulty read; neg
make mangos.sql apply anymore since data add line 1168 require additional value; neu
hm.. really 1.0f default data basemovespeed table least; neu
; neg
lordjz/silverice float value _rate_ value speed value function name already clear `` setspeedrate '' speed rate flight 1.0 near creature see us mean rate*basemovespeed mo; compound
seem break compilation scriptdev2 boss_ionar.cpp:191 error const struct creatureinfo member name 'speed; neu
lol commit; pos
yeah vladimir get enrage follow commits ...; neu
n't worry gyus vladimir always make best thing; compound
эхх хорошего настроения тёзка; neu
anyway vehicles official mangos code; neu
володя ну почему эти долбанные машинки vehicle не реализовать на трине уже фиг знает сколько времени работает ... и у меня портировано из их корявого кода давным давно ... с трини нафига mangos у нас самый крутой и лучший ... работает всё никаких глю; neu
